Country code,WT No.,Type,Catalogue,Short descr. (EN) 8 char,LEN,Short descr. (local language) 8 char,LEN,Long descr. (EN) 25 char,Long descr. (local language) 25 char,Short explanation  EN (255 char),Short explanation  local language (255 char),Displayed on payslip,"GLOBAL
Scope","A
Employee","B
Temp/ Seas empl","C
Apprentice","D
Students ","F
Expatriate","G
Inpatriate","1/2
Externals",Contractor,"L
Technical Group","other (E,I,K,L)","GLOBAL
Assignment",HR Process,Local Contact person (based on info from process),C&B BW Category,C&B BW Sub-Category,"GLOBAL
Input",Symbolic accounts,"Entered with + / -
(Payment +, Deduction -)",Amount /Unit,Min. limit,Max. limit,Infotype-0008,Infotype-0014,Infotype 9770 (subtypes available),Infotype 0019 (Subtype),Infotype-0015,"LOCAL
Configuration",Infotype-2010,Gross/Net?,Income Category,工资总额(法律）系统里无对应的工资项,Calculate into Monthly Gross Income -Actaul payment(payslip),Labor Union Base /191,Calculate into Monthly Taxable Income (/103)?,Monthly Net Income for Gross-up (Tax paid by ER) /104 ?,Pre-tax Gross Deduction?,Pre-tax Net Deduciton?,Post-tax Deduction? /110,Social security base  /150,Annual salary base for Statutory Leave (prevoius 12 months),Annual salary base for Severance (prevoius 12 months) /192,Annual salary base for STI  ,OT hourly rate base?,leave deduction daily rate base?,Only for GL posting?,SAP Auto-Calculating,How Amount calculated ?,Newly Add,Infotype,Information need to be maintained,Remarks,Selection,C&B,T&A,Mobility,Payroll,Separation,Company,BCL,BMSC,BMSM,BTES,BHC,BCS,BSA,GBMS,BMSQ,BTPU,GL Account,BCL ,Column 85,BMSC,BMSC,BMSM,Column 89,BTES,Column 91,BHC,Column 93,BCS,Column 95,BSA,Column 97,GBMS,Column 99,BMSQ,Column 101,BTPU,Column 103,Comments,Symbolic (Debit),"Symbolic
(Credit)",Symbolic Account Group Text
CN,2214,Payment,Social Security,A Pen EE,8,养老金个人调整,7,Adj Pension EE  ,养老金个人调整部分,Adjusted Pension employee contribution,养老金个人调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. pension insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2215,Payment,Social Security,A Pen ER,8,养老金公司调整,7,Adj Pension ER,养老金公司调整部分,Adjusted Pension company contribution,养老金公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. pension insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2221,Store,Social Security,B/Ump,5,失业保险基数,6,Unemployment Ins base,失业保险基数,Base for Unemployment Insurance,失业保险基数,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ.  unemployment insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,2222,Payment,Social Security,Unem EE,7,失业个人,4,Unemployment EE,失业个人部分,Unemployment Insurance employee contribution,失业个人部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ.  unemployment insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2223,Payment,Social Security,Unem ER,7,失业公司,4,Unemployment ER,失业公司部分,Unemployment Insurance company contribution,失业公司部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ.  unemployment insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2224,Payment,Social Security,AUnem EE,8,失业个人调整,6,Adj Unemployment EE,失业个人调整部分,Adjusted Unemployment Insurance employee contribution,失业个人调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ.  unemployment insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2225,Payment,Social Security,AUnem ER,8,失业公司调整,6,Adj Unemployment ER,失业公司调整部分,Adjusted Unemployment Insurance company contribution,失业公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ.  unemployment insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2231,Store,Social Security,B/Med,5,医疗保险基数,6,Medical Insurance base,医疗保险基数,Base for Medical Insurance,医疗保险基数,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. health insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,2232,Payment,Social Security,Med EE,6,医疗保险个人,6,Medical EE,医疗保险个人部分,Medical Insurance employee contribution,医疗保险个人部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. health insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2233,Payment,Social Security,Med ER,6,医疗保险公司,6,Medical ER,医疗保险公司部分,Medical Insurance company contribution,医疗保险公司部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. health insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2234,Payment,Social Security,A Med EE,8,医疗保险个人调整,8,Adj Medical EE,医疗保险个人调整部分,Adjusted Medical Insurance employee contribution,医疗保险个人调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. health insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2235,Payment,Social Security,A Med ER,8,医疗保险公司调整,8,Adj Medical ER,医疗保险公司调整部分,Adjusted Medical Insurance company contribution,医疗保险公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. health insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2241,Store,Social Security,B/Inj,5,工伤保险基数,6,Injury Insurance base,工伤保险基数,Base for Work-related Injury Insurance,工伤保险基数,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. Work-related Injury Insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,2243,Payment,Social Security,Inj ER,6,工伤保险公司,6,Injury ER,工伤保险公司部分,Work-related Injury Insurance employee contribution,工伤保险公司部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. Work-related Injury Insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2245,Payment,Social Security,A Inj ER,8,工伤保险公司调整,8,Adj Injury ER,工伤保险公司调整部分,Adjusted Work-related Injury Insurance employee contribution,工伤保险公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. Work-related Injury Insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2251,Store,Social Security,B/Mat,5,生育保险基数,6,Maternity Insurance base,生育保险基数,Base for Maternity Insurance,生育保险基数,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. Maternity Insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,2253,Payment,Social Security,Mat ER,6,生育保险公司,6,Maternity ER,生育保险公司部分,Maternity Insurance company contribution,生育保险公司部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. Maternity Insurance,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2255,Payment,Social Security,A Mat ER,8,生育保险公司调整,8,Adj Maternity  ER,生育保险公司调整部分,Adjusted Maternity Insurance company contribution,生育保险公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Publ. Maternity Insurance,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2263,Payment,Social Security,Heat ER,7,取暖补贴公司,6,Heating Subsidies,取暖补贴公司部分,Heating Subsidies company contribution,取暖补贴公司部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2265,Payment,Social Security,AHeat ER,8,取暖补贴公司调整,8,Adj Heating Subsidies,取暖补贴公司调整部分,Adjusted Heating Subsidies company contribution,取暖补贴公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2272,Payment,Social Security,SI/DisEE,8,残保金个人,5,Disabled Guarantee EE,残保金个人部分,Employment Guarantee Fund for the disabled employee contribution,残保金个人部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2273,Payment,Social Security,SI/DisER,8,残保金公司,5,Disabled Guarantee ER ,残保金公司部分,Employment Guarantee Fund for the disabled company contribution,残保金公司部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2274,Payment,Social Security,ASI/DisEE,9,残保金个人调整,7,Adj Disabled Guarantee EE,残保金个人调整部分,Adjusted Employment Guarantee Fund for the disabled employee contribution,残保金个人调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2275,Payment,Social Security,ASI/DisER,9,残保金公司调整,7,Adj Disabled Guarantee ER ,残保金公司调整部分,Adjusted Employment Guarantee Fund for the disabled company contribution,残保金公司调整部分,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2283,Payment,Social Security,SI/UniER,8,工会经费/其他,7,Union funds ER,工会经费公司部分/其他,Trade union funds company contribution-government,工会经费公司部分/其他,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2285,Payment,Social Security,ASI/UniER,9,工会经费调整/其他,9,Adj union funds ER,工会经费公司调整部分/其他,Adjusted Trade union funds company contribution-government,工会经费公司调整部分/其他,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2293,Store,Social Security,SI/EduER,8,教育经费公司,6,Education Fund ER,教育经费公司部分,Education Fund company contribution,教育经费公司部分,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2295,Store,Social Security,ASI/EduER,9,教育经费公司调整,8,Adj Education Fund ER,教育经费公司调整部分,Adjusted Education Fund company contribution,教育经费公司调整部分,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2300,Payment,Social Security,SI/Over,7,社保滞纳金,5,Overdue fine,社保滞纳金,Overdue fine,社保滞纳金,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2301,Payment,Social Security,ASI/Over,8,社保滞纳金调整,7,Adj Overdue fine,社保滞纳金调整,Adjusted Overdue fine,社保滞纳金调整,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2310,Payment,Social Security,SI/Char,7,工本费,3,Handling charge fee,工本费,Handling charge fee from social security authority,工本费,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2311,Payment,Social Security,ASI/Char,7,工本费调整,5,Adj Handling charge fee,工本费调整,Adjusted Handling charge fee from social security authority,工本费调整,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2320,Payment,Social Security,Off Mar,7,生育津贴抵冲,6,Maternity allow.reversal,生育津贴抵冲,Maternity allowance reversal from social security,生育津贴抵冲,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,2563500,6011000,2563500,6010050,2563500,6010050,2563500,6011000,2563500,6011000,2563500,6011000,2563500,6011000,2563500,6010050,2563500,6010050,2563500,6010050,,2893,28O5,Maternity allow.reversal生育津贴抵冲
CN,2330,Payment,Social Security,Ser.Fee,7,外服服务费,5,3rd Party Service Fee,外服服务费,3rd Party Service Fee,外服服务费,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Other,Other,,,+,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,2331,Payment,Social Security,ASer.Fee,8,外服服务费调整,7,Adj 3rd Party Service Fee,外服服务费调整,Adjusted 3rd Party Service Fee,外服服务费调整,,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Other,Other,,,+,Amount,,,,X,,,X,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Not Applicable,,,Upload,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,9/60,Payment-Exp,Social Security,SI/Exp,6,支付外派员工社保,8,Home Country SI,支付外派员工社保,Home Country Social Security for Expatriate,支付外派员工社保,,,,,,,X,,,,,,,4.4 Manage Payroll,SME-Payroll,Other benefits,Other benefits,,,+,Amount,,,,,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,With payroll driver,,,automatically calculation,,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2835,28i5,Home Country SI支付外派员工社保
CN,5311,Payment,labor Union,Uni.ER,6,工会经费公司部分,8,Union Fee ER,工会经费公司部分,Union Fee company contribution,工会经费公司部分,,,X,X,,,,X,,,,,,4.4 Manage Payroll,SME-Payroll,Statutory benefits,Other Satutory benefit,,,+,Amount,,,,,,,,,,Gross,Salary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,With payroll driver,,,automatically calculation,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,6023100,2513330,6039300,2513330,6039300,2513330,6023100,2513330,6023100,2513330,6022600,2513330,6023100,2513330,6039300,2513330,6039300,2513330,6039300,2513330,,2836,28i6,Union Fee company contribution工会经费公司部分
CN,3000,Payment,Allowance,All/HS,6,住房津贴,6,Housing Allowance,住房津贴,Additional Housing Subsidy,补充住房津贴,X,,X,X,,,,,,X,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,X,X,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,With payroll driver,,,automatically calculation,,,R,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6023420,2503300,6020340,2503001,6020340,2503001,6023420,2503300,6023420,2503300,6023420,2503300,6023420,2503300,6020340,2503001,6020340,2503001,6020340,2503001,,2837,28i7,Housing Allowance住房津贴
CN,3010,Payment,Allowance,All/Care,8,公司贺金,4,Caring Allowance,公司贺金,Caring Allowance,公司贺金,X,,X,X,,,,,,X,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6023520,2503300,6023500,2503001,6023500,2503001,6023520,2503300,6023520,2503300,6023520,2503300,6023520,2503300,6023500,2503001,6023500,2503001,6023500,2503001,,2838,28i8,Caring Allowance公司贺金
CN,3020,Payment,Allowance,All/CarCo,9,公司配车津贴,6,Company Car Allowance,公司配车津贴,Company Car Allowance,公司配车津贴,X,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,X,X,,,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount and Eligibility,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011540,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,282G,28F8,Transpor. Allow Payout 交通津贴
CN,3030,Store-LHF,Benefit,Bud/Rel,7,异地派遣预算,6,Rel/Rep Budget,异地派遣预算,Relocation/Repatriation Budget,异地派遣预算,,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,budget amount/ reimb. Amount/ reimb time (overwrite budget),,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,3031,Store-LHF,Benefit,Act/Rel,7,异地派遣实发费用,8,Rel/Rep Claim,异地派遣实发费用,Relocation/Repatriation Claim Amount,异地派遣实发费用,,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,amount,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,3040,Store-LHF,Benefit,Bud/A.Ben,8,综合福利预算,6,All in all Benefit Budget,综合福利预算,All in all Benefit Budget,综合福利预算,,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,manual calculate and uploading by C&B,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,3050,Store-LHF,Benefit,Spen/HV,7,探亲费支出,5,Home Visit Spending,探亲费支出,Home Visit Spending,探亲费支出,,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,reimb amount w/ reimb time,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,3060,Store-LHF,Benefit,Spen/Hou,8,房租支出,4,Housing Rental Spending,房租支出,Housing Rental Spending,房租支出,,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,reimb amount w/ reimb time,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,3070,Store-LHF,Benefit,Spen/Sch,8,子女教育支出,6,Schooling,子女教育支出,Schooling,子女教育支出,,,X,X,,,,,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Gross,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,reimb amount w/ reimb time,,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,2842,28J2,Schooling子女教育支出
